OverviewPage,Team,N PlayerInTeam,Player,Role,Flag
2019 Season World Championship/Main Event,Splyce,2,Xerxe,Jungle,Romania
2019 Season World Championship/Main Event,Splyce,3,Humanoid,Mid,Czech Republic
2019 Season World Championship/Main Event,Splyce,4,Kobbe,Bot,Denmark
2019 Season World Championship/Main Event,Splyce,5,Norskeren,Support,Norway
2019 Season World Championship/Main Event,Splyce,6,Duke (Hadrien Forestier),Coach,France
2019 Season World Championship/Main Event,Team Liquid,1,Impact,Top,South Korea
2019 Season World Championship/Main Event,Team Liquid,2,Xmithie,Jungle,Philippines
2019 Season World Championship/Main Event,Team Liquid,3,Jensen,Mid,Denmark
2019 Season World Championship/Main Event,Team Liquid,4,Doublelift,Bot,United States
2019 Season World Championship/Main Event,Team Liquid,5,CoreJJ,Support,South Korea
2019 Season World Championship/Main Event,Team Liquid,6,Cain,Coach,South Korea
2019 Season World Championship/Play-In,Clutch Gaming,1,Huni,Top,South Korea
2019 Season World Championship/Play-In,Clutch Gaming,2,Lira,Jungle,South Korea
2019 Season World Championship/Play-In,Clutch Gaming,3,Damonte,Mid,United States
2019 Season World Championship/Play-In,Clutch Gaming,4,Cody Sun,Bot,China
2019 Season World Championship/Play-In,Clutch Gaming,5,Vulcan (Philippe Laflamme),Support,Canada
2019 Season World Championship/Play-In,Clutch Gaming,6,Thinkcard,Coach,United States
2019 Season World Championship/Play-In,DAMWON Gaming,1,Nuguri,Top,South Korea
2019 Season World Championship/Play-In,DAMWON Gaming,2,Canyon,Jungle,South Korea
2019 Season World Championship/Play-In,DAMWON Gaming,3,ShowMaker,Mid,South Korea
2019 Season World Championship/Play-In,DAMWON Gaming,4,Nuclear,Bot,South Korea
2019 Season World Championship/Play-In,DAMWON Gaming,5,BeryL,Support,South Korea
2019 Season World Championship/Play-In,DAMWON Gaming,6,Kim (Kim Jeong-soo),Coach,South Korea
2019 Season World Championship/Play-In,DetonatioN FocusMe,1,Evi,Top,Japan
2019 Season World Championship/Play-In,DetonatioN FocusMe,2,Steal (Mun Geon-yeong),Jungle,South Korea
2019 Season World Championship/Play-In,DetonatioN FocusMe,3,Ceros,Mid,Japan
2019 Season World Championship/Play-In,DetonatioN FocusMe,4,Yutapon,Bot,Japan
2019 Season World Championship/Play-In,DetonatioN FocusMe,5,Gaeng,Support,South Korea
2019 Season World Championship/Play-In,DetonatioN FocusMe,6,Kazu,Coach,France
2019 Season World Championship/Play-In,Flamengo Esports,1,Robo,Top,Brazil
2019 Season World Championship/Play-In,Flamengo Esports,2,Shrimp,Jungle,South Korea
2019 Season World Championship/Play-In,Flamengo Esports,3,Goku,Mid,Brazil
2019 Season World Championship/Play-In,Flamengo Esports,4,brTT,Bot,Brazil
2019 Season World Championship/Play-In,Flamengo Esports,5,Luci,Support,South Korea
2019 Season World Championship/Play-In,Flamengo Esports,6,Von (Gabriel Barbosa),Coach,Brazil
2019 Season World Championship/Play-In,Hong Kong Attitude,1,3Z,Top,Taiwan
2019 Season World Championship/Play-In,Hong Kong Attitude,2,Crash,Jungle,South Korea
2019 Season World Championship/Play-In,Hong Kong Attitude,3,M1ssion,Mid,Taiwan
2019 Season World Championship/Play-In,Hong Kong Attitude,4,MnM (Wong Ka Chun),Bot,Hong Kong
2019 Season World Championship/Play-In,Hong Kong Attitude,5,Unified,Bot,Hong Kong
2019 Season World Championship/Play-In,Hong Kong Attitude,6,Kaiwing,Support,Hong Kong
2019 Season World Championship/Play-In,Hong Kong Attitude,7,Chawy,Coach,Singapore
2019 Season World Championship/Play-In,Isurus,1,Buggax,Top,Uruguay
2019 Season World Championship/Play-In,Isurus,2,Oddie,Jungle,Peru
2019 Season World Championship/Play-In,Isurus,3,Seiya,Mid,Mexico
2019 Season World Championship/Play-In,Isurus,4,Warangelus,Bot,Chile
2019 Season World Championship/Play-In,Isurus,5,Slow,Support,Chile
2019 Season World Championship/Play-In,Isurus,6,Yeti (Rodrigo del Castillo),Coach,Mexico
2019 Season World Championship/Play-In,Lowkey Esports.Vietnam,1,Hani,Top,Vietnam
2019 Season World Championship/Play-In,Lowkey Esports.Vietnam,2,DNK,Jungle,Vietnam
2019 Season World Championship/Play-In,Lowkey Esports.Vietnam,3,Artifact,Mid,Vietnam
2019 Season World Championship/Play-In,Lowkey Esports.Vietnam,4,Celebrity,Bot,Vietnam
2019 Season World Championship/Play-In,Lowkey Esports.Vietnam,5,Venus,Support,Vietnam
2019 Season World Championship/Play-In,Lowkey Esports.Vietnam,6,Nixwater,Coach,Vietnam
2019 Season World Championship/Play-In,MAMMOTH,1,Fudge,Top,Australia
2019 Season World Championship/Play-In,MAMMOTH,2,Babip,Jungle,Australia
2019 Season World Championship/Play-In,MAMMOTH,3,Triple,Mid,Australia
2019 Season World Championship/Play-In,MAMMOTH,4,k1ng,Bot,Australia
2019 Season World Championship/Play-In,MAMMOTH,5,Destiny (Mitchell Shaw),Support,Australia
2019 Season World Championship/Play-In,MAMMOTH,6,Phantiks,Coach,Australia
2019 Season World Championship/Play-In,MEGA,1,Rockky,Top,Thailand
2019 Season World Championship/Play-In,MEGA,2,Lloyd,Jungle,Thailand
2019 Season World Championship/Play-In,MEGA,3,G4,Mid,Thailand
2019 Season World Championship/Play-In,MEGA,4,DeuL,Bot,South Korea
2019 Season World Championship/Play-In,MEGA,5,PoP,Support,South Korea
2019 Season World Championship/Play-In,MEGA,6,WarL0cK,Coach,Thailand
2019 Season World Championship/Play-In,Royal Youth,1,Armut,Top,Turkey
2019 Season World Championship/Play-In,Royal Youth,2,Closer (Can Çelik),Jungle,Turkey
2019 Season World Championship/Play-In,Royal Youth,3,Cyeol,Mid,South Korea
2019 Season World Championship/Play-In,Royal Youth,4,Pilot (Na Woo-hyung),Bot,South Korea
2019 Season World Championship/Play-In,Royal Youth,5,Tolerant,Support,Germany
2019 Season World Championship/Play-In,Royal Youth,6,Enatron,Coach,Greece
2019 Season World Championship/Play-In,Splyce,1,Vizicsacsi,Top,Hungary
2019 Season World Championship/Play-In,Splyce,2,Xerxe,Jungle,Romania
2019 Season World Championship/Play-In,Splyce,3,Humanoid,Mid,Czech Republic
2019 Season World Championship/Play-In,Splyce,4,Kobbe,Bot,Denmark
2019 Season World Championship/Play-In,Splyce,5,Norskeren,Support,Norway
2019 Season World Championship/Play-In,Splyce,6,Duke (Hadrien Forestier),Coach,France
2019 Season World Championship/Play-In,Unicorns of Love.CIS,1,BOSS (Vladislav Fomin),Top,Russia
2019 Season World Championship/Play-In,Unicorns of Love.CIS,2,AHaHaCiK,Jungle,Russia
2019 Season World Championship/Play-In,Unicorns of Love.CIS,3,Nomanz,Mid,Russia
2019 Season World Championship/Play-In,Unicorns of Love.CIS,4,Innaxe,Bot,Bulgaria
2019 Season World Championship/Play-In,Unicorns of Love.CIS,5,Edward,Support,Armenia
2019 Season World Championship/Play-In,Unicorns of Love.CIS,6,Sheepy,Coach,Germany
2020 Season World Championship/Main Event,DAMWON Gaming,1,Nuguri,Top,South Korea
2020 Season World Championship/Main Event,DAMWON Gaming,2,Canyon,Jungle,South Korea
2020 Season World Championship/Main Event,DAMWON Gaming,3,ShowMaker,Mid,South Korea
2020 Season World Championship/Main Event,DAMWON Gaming,4,Ghost (Jang Yong-jun),Bot,South Korea
2020 Season World Championship/Main Event,DAMWON Gaming,5,BeryL,Support,South Korea
2020 Season World Championship/Main Event,DAMWON Gaming,6,Zefa,Coach,South Korea
2020 Season World Championship/Main Event,DAMWON Gaming,7,Daeny,Coach,South Korea
2020 Season World Championship/Main Event,DRX,1,Doran (Choi Hyeon-joon),Top,South Korea
2020 Season World Championship/Main Event,DRX,2,Pyosik,Jungle,South Korea
2020 Season World Championship/Main Event,DRX,3,Chovy,Mid,South Korea
2020 Season World Championship/Main Event,DRX,4,Deft,Bot,South Korea
2020 Season World Championship/Main Event,DRX,5,Keria,Support,South Korea
2020 Season World Championship/Main Event,DRX,6,cvMax,Coach,South Korea
2020 Season World Championship/Main Event,DRX,7,Museong,Coach,South Korea
2020 Season World Championship/Main Event,FlyQuest,1,Solo (Colin Earnest),Top,United States
2020 Season World Championship/Main Event,FlyQuest,2,Santorin,Jungle,Denmark
2020 Season World Championship/Main Event,FlyQuest,3,PowerOfEvil,Mid,Germany
2020 Season World Championship/Main Event,FlyQuest,4,WildTurtle,Bot,Canada
2020 Season World Championship/Main Event,FlyQuest,5,IgNar,Support,South Korea
2020 Season World Championship/Main Event,FlyQuest,6,Curry,Coach,United States
2020 Season World Championship/Main Event,FlyQuest,7,MasH,Coach,Canada
2020 Season World Championship/Main Event,Fnatic,1,Bwipo,Top,Belgium
2020 Season World Championship/Main Event,Fnatic,2,Selfmade,Jungle,Poland
2020 Season World Championship/Main Event,Fnatic,3,Nemesis,Mid,Slovenia
2020 Season World Championship/Main Event,Fnatic,4,Rekkles,Bot,Sweden
2020 Season World Championship/Main Event,Fnatic,5,Hylissang,Support,Bulgaria
2020 Season World Championship/Main Event,Fnatic,6,Mithy,Coach,Spain
2020 Season World Championship/Main Event,Fnatic,7,Shaves,Coach,United Kingdom
2020 Season World Championship/Main Event,G2 Esports,1,Wunder,Top,Denmark
2020 Season World Championship/Main Event,G2 Esports,2,Jankos,Jungle,Poland
2020 Season World Championship/Main Event,G2 Esports,3,Caps,Mid,Denmark
2020 Season World Championship/Main Event,G2 Esports,4,Perkz,Bot,Croatia
2020 Season World Championship/Main Event,G2 Esports,5,Mikyx,Support,Slovenia
2020 Season World Championship/Main Event,G2 Esports,6,GrabbZ,Coach,Germany
2020 Season World Championship/Main Event,G2 Esports,7,Duffman,Coach,United Kingdom
2020 Season World Championship/Main Event,Gen.G,1,Rascal,Top,South Korea
2020 Season World Championship/Main Event,Gen.G,2,Clid,Jungle,South Korea
2020 Season World Championship/Main Event,Gen.G,3,Bdd,Mid,South Korea
2020 Season World Championship/Main Event,Gen.G,4,Ruler,Bot,South Korea
2020 Season World Championship/Main Event,Gen.G,5,Life,Support,South Korea
2020 Season World Championship/Main Event,Gen.G,6,oDin (Ju Yeong-dal),Coach,South Korea
2020 Season World Championship/Main Event,Gen.G,7,Tom (Im Jae-hyeon),Coach,South Korea
2020 Season World Championship/Main Event,JD Gaming,1,Zoom,Top,China
2020 Season World Championship/Main Event,JD Gaming,2,Kanavi,Jungle,South Korea
2020 Season World Championship/Main Event,JD Gaming,3,Yagao,Mid,China
2020 Season World Championship/Main Event,JD Gaming,4,LokeN,Bot,South Korea
2020 Season World Championship/Main Event,JD Gaming,5,LvMao,Support,China
2020 Season World Championship/Main Event,JD Gaming,6,Homme,Coach,South Korea
2020 Season World Championship/Main Event,JD Gaming,7,huge,Coach,China
2020 Season World Championship/Main Event,LGD Gaming,1,Langx,Top,China
2020 Season World Championship/Main Event,LGD Gaming,2,Peanut,Jungle,South Korea
2020 Season World Championship/Main Event,LGD Gaming,3,xiye,Mid,China
2020 Season World Championship/Main Event,LGD Gaming,4,Kramer,Bot,South Korea
2020 Season World Championship/Main Event,LGD Gaming,5,Mark (Ling Xu),Support,China
2020 Season World Championship/Main Event,LGD Gaming,6,Maizijian,Head Coach,China
2020 Season World Championship/Main Event,LGD Gaming,7,Eimy,Coach,China
2020 Season World Championship/Main Event,Machi Esports,1,PK,Top,Taiwan
2020 Season World Championship/Main Event,Machi Esports,2,Gemini,Jungle,Taiwan
2020 Season World Championship/Main Event,Machi Esports,3,Mission,Mid,Taiwan
2020 Season World Championship/Main Event,Machi Esports,4,Bruce,Bot,Taiwan
2020 Season World Championship/Main Event,Machi Esports,5,Koala (Lin Chih-Chiang),Support,Taiwan
2020 Season World Championship/Main Event,Machi Esports,6,Mountain (Xue Zhao-Hong),Coach,Taiwan
2020 Season World Championship/Main Event,Machi Esports,7,Dreamer,Coach,Taiwan
2020 Season World Championship/Main Event,PSG Talon,1,Hanabi (Su Chia-Hsiang),Top,Taiwan
2020 Season World Championship/Main Event,PSG Talon,2,River (Kim Dong-woo),Jungle,South Korea
2020 Season World Championship/Main Event,PSG Talon,3,Tank,Mid,South Korea
2020 Season World Championship/Main Event,PSG Talon,4,Unified,Bot,Hong Kong
2020 Season World Championship/Main Event,PSG Talon,5,Kaiwing,Support,Hong Kong
2020 Season World Championship/Main Event,PSG Talon,6,Bigfafa,Coach,South Korea
2020 Season World Championship/Main Event,PSG Talon,7,Saroo,Coach,South Korea
2020 Season World Championship/Main Event,Rogue (European Team),1,Finn,Top,Sweden
2020 Season World Championship/Main Event,Rogue (European Team),2,Inspired,Jungle,Poland
2020 Season World Championship/Main Event,Rogue (European Team),3,Larssen,Mid,Sweden
2020 Season World Championship/Main Event,Rogue (European Team),4,Hans sama,Bot,France
2020 Season World Championship/Main Event,Rogue (European Team),5,Vander,Support,Poland
2020 Season World Championship/Main Event,Rogue (European Team),6,fredy122,Coach,United Kingdom
2020 Season World Championship/Main Event,Rogue (European Team),7,Blumigan,Coach,Sweden
2020 Season World Championship/Main Event,Suning,1,Bin (Chen Ze-Bin),Top,China
2020 Season World Championship/Main Event,Suning,2,SofM,Jungle,Vietnam
2020 Season World Championship/Main Event,Suning,3,Angel (Xiang Tao),Mid,China
2020 Season World Championship/Main Event,Suning,4,huanfeng,Bot,China
2020 Season World Championship/Main Event,Suning,5,SwordArt,Support,Taiwan
2020 Season World Championship/Main Event,Suning,6,Chashao,Coach,Taiwan
2020 Season World Championship/Main Event,Suning,7,Dian,Coach,China
2020 Season World Championship/Main Event,Team Liquid,1,Impact,Top,South Korea
2020 Season World Championship/Main Event,Team Liquid,2,Broxah,Jungle,Denmark
2020 Season World Championship/Main Event,Team Liquid,3,Jensen,Mid,Denmark
2020 Season World Championship/Main Event,Team Liquid,4,Tactical,Bot,United States
2020 Season World Championship/Main Event,Team Liquid,5,CoreJJ,Support,South Korea
2020 Season World Championship/Main Event,Team Liquid,6,Jatt,Coach,Canada
2020 Season World Championship/Main Event,Team Liquid,7,Cain,Coach,South Korea
2020 Season World Championship/Main Event,Top Esports,1,369,Top,China
2020 Season World Championship/Main Event,Top Esports,2,Karsa,Jungle,Taiwan
2020 Season World Championship/Main Event,Top Esports,3,knight (Zhuo Ding),Mid,China
2020 Season World Championship/Main Event,Top Esports,4,JackeyLove,Bot,China
2020 Season World Championship/Main Event,Top Esports,5,yuyanjia,Support,China
2020 Season World Championship/Main Event,Top Esports,6,Crescent (Luo Sheng),Coach,China
2020 Season World Championship/Main Event,TSM,1,Broken Blade,Top,Germany
2020 Season World Championship/Main Event,TSM,2,Spica,Jungle,China
2020 Season World Championship/Main Event,TSM,3,Bjergsen,Mid,Denmark
2020 Season World Championship/Main Event,TSM,4,Doublelift,Bot,United States
2020 Season World Championship/Main Event,TSM,5,Biofrost,Support,China
2020 Season World Championship/Main Event,TSM,6,Parth,Coach,United States
2020 Season World Championship/Main Event,TSM,7,Mabrey,Coach,United States
2020 Season World Championship/Main Event,Unicorns of Love.CIS,1,BOSS (Vladislav Fomin),Top,Russia
2020 Season World Championship/Main Event,Unicorns of Love.CIS,2,AHaHaCiK,Jungle,Russia
2020 Season World Championship/Main Event,Unicorns of Love.CIS,3,Nomanz,Mid,Russia
2020 Season World Championship/Main Event,Unicorns of Love.CIS,4,Gadget,Bot,Belarus
2020 Season World Championship/Main Event,Unicorns of Love.CIS,5,SaNTaS,Support,Russia
2020 Season World Championship/Main Event,Unicorns of Love.CIS,6,Sheepy,Coach,Germany
2020 Season World Championship/Main Event,Unicorns of Love.CIS,7,Invi,Coach,Russia
2020 Season World Championship/Play-In,INTZ,1,Tay,Top,Brazil
2020 Season World Championship/Play-In,INTZ,2,Shini,Jungle,Brazil
2020 Season World Championship/Play-In,INTZ,3,Envy (Bruno Farias),Mid,Brazil
2020 Season World Championship/Play-In,INTZ,4,micaO,Bot,Brazil
2020 Season World Championship/Play-In,INTZ,5,RedBert,Support,Brazil
2020 Season World Championship/Play-In,INTZ,6,Maestro (Lucas Pierre),Coach,Brazil
2020 Season World Championship/Play-In,Legacy Esports,1,Topoon,Top,South Korea
2020 Season World Championship/Play-In,Legacy Esports,2,Babip,Jungle,Australia
2020 Season World Championship/Play-In,Legacy Esports,3,Tally,Mid,Australia
2020 Season World Championship/Play-In,Legacy Esports,4,Raes,Bot,New Zealand
2020 Season World Championship/Play-In,Legacy Esports,5,Isles,Support,Australia
2020 Season World Championship/Play-In,Legacy Esports,6,Denian,Coach,Australia
2020 Season World Championship/Play-In,LGD Gaming,1,Langx,Top,China
2020 Season World Championship/Play-In,LGD Gaming,2,Peanut,Jungle,South Korea
2020 Season World Championship/Play-In,LGD Gaming,3,xiye,Mid,China
2020 Season World Championship/Play-In,LGD Gaming,4,Kramer,Bot,South Korea
2020 Season World Championship/Play-In,LGD Gaming,5,Mark (Ling Xu),Support,China
2020 Season World Championship/Play-In,LGD Gaming,6,Maizijian,Head Coach,China
2020 Season World Championship/Play-In,LGD Gaming,7,Eimy,Coach,China
2020 Season World Championship/Play-In,MAD Lions,1,Orome,Top,Romania
2020 Season World Championship/Play-In,MAD Lions,2,Shad0w,Jungle,Italy
2020 Season World Championship/Play-In,MAD Lions,3,Humanoid,Mid,Czech Republic
2020 Season World Championship/Play-In,MAD Lions,4,Carzzy,Bot,Czech Republic
2020 Season World Championship/Play-In,MAD Lions,5,Kaiser,Support,Germany
2020 Season World Championship/Play-In,MAD Lions,6,Mac,Coach,United Kingdom
2020 Season World Championship/Play-In,MAD Lions,7,Kaas,Coach,Belgium
2020 Season World Championship/Play-In,Papara SuperMassive,1,Armut,Top,Turkey
2020 Season World Championship/Play-In,Papara SuperMassive,2,KaKAO,Jungle,South Korea
2020 Season World Championship/Play-In,Papara SuperMassive,3,Bolulu,Mid,Sweden
2020 Season World Championship/Play-In,Papara SuperMassive,4,Zeitnot,Bot,Turkey
2020 Season World Championship/Play-In,Papara SuperMassive,5,SnowFlower,Support,South Korea
2020 Season World Championship/Play-In,Papara SuperMassive,6,GBM,Coach,South Korea
2020 Season World Championship/Play-In,Papara SuperMassive,7,Pades,Coach,Turkey
2020 Season World Championship/Play-In,PSG Talon,1,Hanabi (Su Chia-Hsiang),Top,Taiwan
2020 Season World Championship/Play-In,PSG Talon,2,Kongyue,Jungle,Taiwan
2020 Season World Championship/Play-In,PSG Talon,3,Uniboy,Mid,Taiwan
2020 Season World Championship/Play-In,PSG Talon,4,Dee,Bot,Taiwan
2020 Season World Championship/Play-In,PSG Talon,5,Unified,Bot,Hong Kong
2020 Season World Championship/Play-In,PSG Talon,6,Kaiwing,Support,Hong Kong
2020 Season World Championship/Play-In,PSG Talon,7,Glen,Coach,Taiwan
2020 Season World Championship/Play-In,Rainbow7,1,Acce,Top,Argentina
2020 Season World Championship/Play-In,Rainbow7,2,Josedeodo,Jungle,Argentina
2020 Season World Championship/Play-In,Rainbow7,3,Aloned,Mid,Chile
2020 Season World Championship/Play-In,Rainbow7,4,Leza,Bot,Mexico
2020 Season World Championship/Play-In,Rainbow7,5,Shadow (Facundo Cuello),Support,Argentina
2020 Season World Championship/Play-In,Rainbow7,6,Skin,Coach,Mexico
2020 Season World Championship/Play-In,Rainbow7,7,Fallen (Carlos Calderón),Coach,Mexico
2020 Season World Championship/Play-In,Team Liquid,1,Impact,Top,South Korea
2020 Season World Championship/Play-In,Team Liquid,2,Broxah,Jungle,Denmark
2020 Season World Championship/Play-In,Team Liquid,3,Jensen,Mid,Denmark
2020 Season World Championship/Play-In,Team Liquid,4,Tactical,Bot,United States
2020 Season World Championship/Play-In,Team Liquid,5,CoreJJ,Support,South Korea
2020 Season World Championship/Play-In,Team Liquid,6,Jatt,Coach,Canada
2020 Season World Championship/Play-In,Team Liquid,7,Cain,Coach,South Korea
2020 Season World Championship/Play-In,Unicorns of Love.CIS,1,BOSS (Vladislav Fomin),Top,Russia
2020 Season World Championship/Play-In,Unicorns of Love.CIS,2,AHaHaCiK,Jungle,Russia
2020 Season World Championship/Play-In,Unicorns of Love.CIS,3,Nomanz,Mid,Russia
2020 Season World Championship/Play-In,Unicorns of Love.CIS,4,Gadget,Bot,Belarus
2020 Season World Championship/Play-In,Unicorns of Love.CIS,5,SaNTaS,Support,Russia
2020 Season World Championship/Play-In,Unicorns of Love.CIS,6,Sheepy,Coach,Germany
2020 Season World Championship/Play-In,Unicorns of Love.CIS,7,Invi,Coach,Russia
2020 Season World Championship/Play-In,V3 Esports,1,Paz,Top,Japan
2020 Season World Championship/Play-In,V3 Esports,2,Bugi,Jungle,South Korea
2020 Season World Championship/Play-In,V3 Esports,3,Ace (Kotoji Mugita),Mid,Japan
2020 Season World Championship/Play-In,V3 Esports,4,Archer (Lee Keun-hee),Bot,South Korea
2020 Season World Championship/Play-In,V3 Esports,5,Raina,Support,Japan
2020 Season World Championship/Play-In,V3 Esports,6,Son,Coach,South Korea
2021 Season World Championship/Main Event,100 Thieves,1,Ssumday,Top,South Korea
2021 Season World Championship/Main Event,100 Thieves,2,Closer (Can Çelik),Jungle,Turkey
2021 Season World Championship/Main Event,100 Thieves,3,Abbedagge,Mid,Germany
2021 Season World Championship/Main Event,100 Thieves,4,FBI,Bot,Australia
2021 Season World Championship/Main Event,100 Thieves,5,huhi,Support,South Korea
2021 Season World Championship/Main Event,100 Thieves,6,Reapered,Coach,South Korea
2021 Season World Championship/Main Event,100 Thieves,7,Freeze,Coach,Czech Republic
2021 Season World Championship/Main Event,Cloud9,1,Fudge,Top,Australia
2021 Season World Championship/Main Event,Cloud9,2,Blaber,Jungle,United States
2021 Season World Championship/Main Event,Cloud9,3,Perkz,Mid,Croatia
2021 Season World Championship/Main Event,Cloud9,4,Zven,Bot,Denmark
2021 Season World Championship/Main Event,Cloud9,5,Vulcan (Philippe Laflamme),Support,Canada
2021 Season World Championship/Main Event,Cloud9,6,Mithy,Coach,Spain
2021 Season World Championship/Main Event,Cloud9,7,Reignover,Coach,South Korea
2021 Season World Championship/Main Event,DetonatioN FocusMe,1,Evi,Top,Japan
2021 Season World Championship/Main Event,DetonatioN FocusMe,2,Steal (Mun Geon-yeong),Jungle,South Korea
2021 Season World Championship/Main Event,DetonatioN FocusMe,3,Aria (Lee Ga-eul),Mid,South Korea
2021 Season World Championship/Main Event,DetonatioN FocusMe,4,Yutapon,Bot,Japan
2021 Season World Championship/Main Event,DetonatioN FocusMe,5,Gaeng,Support,South Korea
2021 Season World Championship/Main Event,DetonatioN FocusMe,6,Kazu,Coach,Japan
2021 Season World Championship/Main Event,DetonatioN FocusMe,7,Yang (Yang Gwang-pyo),Coach,South Korea
2021 Season World Championship/Main Event,DWG KIA,1,Khan,Top,South Korea
2021 Season World Championship/Main Event,DWG KIA,2,Canyon,Jungle,South Korea
2021 Season World Championship/Main Event,DWG KIA,3,ShowMaker,Mid,South Korea
2021 Season World Championship/Main Event,DWG KIA,4,Ghost (Jang Yong-jun),Bot,South Korea
2021 Season World Championship/Main Event,DWG KIA,5,BeryL,Support,South Korea
2021 Season World Championship/Main Event,DWG KIA,6,kkOma,Coach,South Korea
2021 Season World Championship/Main Event,DWG KIA,7,PoohManDu,Coach,South Korea
2021 Season World Championship/Main Event,EDward Gaming,1,Flandre,Top,China
2021 Season World Championship/Main Event,EDward Gaming,2,JieJie,Jungle,China
2021 Season World Championship/Main Event,EDward Gaming,3,Scout,Mid,South Korea
2021 Season World Championship/Main Event,EDward Gaming,4,Viper (Park Do-hyeon),Bot,South Korea
2021 Season World Championship/Main Event,EDward Gaming,5,Meiko,Support,China
2021 Season World Championship/Main Event,EDward Gaming,6,Maokai (Yang Ji-Song),Coach,China
2021 Season World Championship/Main Event,EDward Gaming,7,KenZhu,Coach,China
2021 Season World Championship/Main Event,Fnatic,1,Adam (Adam Maanane),Top,France
2021 Season World Championship/Main Event,Fnatic,2,Bwipo,Jungle,Belgium
2021 Season World Championship/Main Event,Fnatic,3,Nisqy,Mid,Belgium
2021 Season World Championship/Main Event,Fnatic,4,BEAN (Louis Schmitz),Bot,Germany
2021 Season World Championship/Main Event,Fnatic,5,Hylissang,Support,Bulgaria
2021 Season World Championship/Main Event,Fnatic,6,YamatoCannon,Coach,Sweden
2021 Season World Championship/Main Event,FunPlus Phoenix,1,Nuguri,Top,South Korea
2021 Season World Championship/Main Event,FunPlus Phoenix,2,Tian,Jungle,China
2021 Season World Championship/Main Event,FunPlus Phoenix,3,Doinb,Mid,South Korea
2021 Season World Championship/Main Event,FunPlus Phoenix,4,Lwx,Bot,China
2021 Season World Championship/Main Event,FunPlus Phoenix,5,Crisp,Support,China
2021 Season World Championship/Main Event,FunPlus Phoenix,6,Steak,Coach,Taiwan
2021 Season World Championship/Main Event,FunPlus Phoenix,7,REFRA1N,Coach,Taiwan
2021 Season World Championship/Main Event,Gen.G,1,Rascal,Top,South Korea
2021 Season World Championship/Main Event,Gen.G,2,Burdol,Top,South Korea
2021 Season World Championship/Main Event,Gen.G,3,Clid,Jungle,South Korea
2021 Season World Championship/Main Event,Gen.G,4,Bdd,Mid,South Korea
2021 Season World Championship/Main Event,Gen.G,5,Ruler,Bot,South Korea
2021 Season World Championship/Main Event,Gen.G,6,Life,Support,South Korea
2021 Season World Championship/Main Event,Gen.G,7,oDin (Ju Yeong-dal),Coach,South Korea
2021 Season World Championship/Main Event,Gen.G,8,Ggoong,Coach,South Korea
2021 Season World Championship/Main Event,Hanwha Life Esports,1,Morgan,Top,South Korea
2021 Season World Championship/Main Event,Hanwha Life Esports,2,Willer,Jungle,South Korea
2021 Season World Championship/Main Event,Hanwha Life Esports,3,Chovy,Mid,South Korea
2021 Season World Championship/Main Event,Hanwha Life Esports,4,Deft,Bot,South Korea
2021 Season World Championship/Main Event,Hanwha Life Esports,5,Vsta,Support,South Korea
2021 Season World Championship/Main Event,Hanwha Life Esports,6,Kezman,Coach,South Korea
2021 Season World Championship/Main Event,Hanwha Life Esports,7,Sudal,Coach,South Korea
2021 Season World Championship/Main Event,LNG Esports,1,Ale,Top,China
2021 Season World Championship/Main Event,LNG Esports,2,Tarzan (Lee Seung-yong),Jungle,South Korea
2021 Season World Championship/Main Event,LNG Esports,3,icon,Mid,China
2021 Season World Championship/Main Event,LNG Esports,4,Light (Wang Guang-Yu),Bot,China
2021 Season World Championship/Main Event,LNG Esports,5,Iwandy,Support,China
2021 Season World Championship/Main Event,LNG Esports,6,Rather,Coach,South Korea
2021 Season World Championship/Main Event,LNG Esports,7,U,Coach,China
2021 Season World Championship/Main Event,MAD Lions,1,Armut,Top,Turkey
2021 Season World Championship/Main Event,MAD Lions,2,Elyoya,Jungle,Spain
2021 Season World Championship/Main Event,MAD Lions,3,Humanoid,Mid,Czech Republic
2021 Season World Championship/Main Event,MAD Lions,4,Carzzy,Bot,Czech Republic
2021 Season World Championship/Main Event,MAD Lions,5,Kaiser,Support,Germany
2021 Season World Championship/Main Event,MAD Lions,6,Mac,Coach,United Kingdom
2021 Season World Championship/Main Event,MAD Lions,7,Kaas,Coach,Belgium
2021 Season World Championship/Main Event,PSG Talon,1,Hanabi (Su Chia-Hsiang),Top,Taiwan
2021 Season World Championship/Main Event,PSG Talon,2,River (Kim Dong-woo),Jungle,South Korea
2021 Season World Championship/Main Event,PSG Talon,3,Maple (Huang Yi-Tang),Mid,Taiwan
2021 Season World Championship/Main Event,PSG Talon,4,Unified,Bot,Hong Kong
2021 Season World Championship/Main Event,PSG Talon,5,Kaiwing,Support,Hong Kong
2021 Season World Championship/Main Event,PSG Talon,6,Helper (Kwon Yeong-jae),Coach,South Korea
2021 Season World Championship/Main Event,Rogue (European Team),1,Odoamne,Top,Romania
2021 Season World Championship/Main Event,Rogue (European Team),2,Inspired,Jungle,Poland
2021 Season World Championship/Main Event,Rogue (European Team),3,Larssen,Mid,Sweden
2021 Season World Championship/Main Event,Rogue (European Team),4,Hans sama,Bot,France
2021 Season World Championship/Main Event,Rogue (European Team),5,Trymbi,Support,Poland
