OverviewPage,Team1,Team2,WinTeam,LossTeam,DateTime UTC,GameId,MatchId,N GameInMatch,Gamename,Team1Score,Team2Score,Winner,Gamelength,Gamelength Number,Team1Bans,Team2Bans,Team1Picks,Team2Picks,Team1Clouds,Team1Infernals,Team1Mountains,Team1Oceans,Team1Hextechs,Team1Chemtechs,Team1Elders,Team2Clouds,Team2Infernals,Team2Mountains,Team2Oceans,Team2Hextechs,Team2Chemtechs,Team2Elders,DateTime UTC__precision
2021 Season World Championship/Main Event,Cloud9,FunPlus Phoenix,FunPlus Phoenix,Cloud9,2021-10-12 15:21:00,2021 Season World Championship/Main Event_Day 2_5_1,2021 Season World Championship/Main Event_Day 2_5,1,Game 1,0,1,2,36:44,36.733333333333,"Irelia,Lucian,Aphelios,Twisted Fate,Galio","Lee Sin,LeBlanc,Yuumi,Graves,Sylas","Camille,Qiyana,Ryze,Ezreal,Leona","Kennen,Jarvan IV,Malzahar,Miss Fortune,Rakan",1,0,1,0,,,0,2,0,0,1,,,0,0
2021 Season World Championship/Main Event,Cloud9,Gen.G,Gen.G,Cloud9,2021-10-25 12:58:00,2021 Season World Championship/Main Event_Quarterfinals_4_2,2021 Season World Championship/Main Event_Quarterfinals_4,2,Game 2,0,2,2,25:37,25.616666666667,"Aphelios,Nami,Jarvan IV,Azir,Kennen","LeBlanc,Twisted Fate,Yuumi,Irelia,Jayce","Malphite,Poppy,Sylas,Miss Fortune,Leona","Graves,Lee Sin,Syndra,Jhin,Rakan",0,0,0,0,,,0,1,1,1,0,,,0,0
2021 Season World Championship/Main Event,Cloud9,Gen.G,Gen.G,Cloud9,2021-10-25 13:39:00,2021 Season World Championship/Main Event_Quarterfinals_4_3,2021 Season World Championship/Main Event_Quarterfinals_4,3,Game 3,0,3,2,34:30,34.5,"Aphelios,Nami,Irelia,Kennen,Azir","LeBlanc,Twisted Fate,Yuumi,Olaf,Xin Zhao","Graves,Jarvan IV,Syndra,Miss Fortune,Leona","Renekton,Lee Sin,Zoe,Jhin,Rakan",0,0,0,0,,,0,1,0,2,1,,,0,0
2021 Season World Championship/Main Event,Cloud9,Rogue (European Team),Cloud9,Rogue (European Team),2021-10-15 17:45:00,2021 Season World Championship/Main Event_Tiebreakers_2_1,2021 Season World Championship/Main Event_Tiebreakers_2,1,Game 1,1,0,1,54:07,54.116666666667,"Twisted Fate,Lucian,Draven,Fiddlesticks,Kennen","Leona,Yuumi,Irelia,Amumu,Rell","Wukong,Lee Sin,LeBlanc,Miss Fortune,Alistar","Jayce,Olaf,Ryze,Jhin,Rakan",0,4,0,0,,,0,0,1,1,1,,,0,0
2021 Season World Championship/Main Event,Cloud9,Rogue (European Team),Cloud9,Rogue (European Team),2021-10-15 11:45:00,2021 Season World Championship/Main Event_Day 4_2_1,2021 Season World Championship/Main Event_Day 4_2,1,Game 1,1,0,1,25:23,25.383333333333,"Twisted Fate,Aphelios,Nami,Rumble,Jarvan IV","Lee Sin,Ezreal,Yuumi,LeBlanc,Syndra","Graves,Lillia,Irelia,Miss Fortune,Leona","Gwen,Qiyana,Ryze,Draven,Braum",1,0,0,1,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,DetonatioN FocusMe,100 Thieves,100 Thieves,DetonatioN FocusMe,2021-10-12 16:22:00,2021 Season World Championship/Main Event_Day 2_6_1,2021 Season World Championship/Main Event_Day 2_6,1,Game 1,0,1,2,33:07,33.116666666667,"Twisted Fate,Aphelios,Yuumi,Talon,Jarvan IV","Xin Zhao,Irelia,LeBlanc,Urgot,Leona","Gnar,Lee Sin,Zoe,Miss Fortune,Rakan","Graves,Viego,Ryze,Lucian,Nami",0,0,0,0,,,0,2,0,1,1,,,0,0
2021 Season World Championship/Main Event,DetonatioN FocusMe,EDward Gaming,EDward Gaming,DetonatioN FocusMe,2021-10-16 10:25:00,2021 Season World Championship/Main Event_Day 5_1_1,2021 Season World Championship/Main Event_Day 5_1,1,Game 1,0,1,2,25:54,25.9,"Graves,Lucian,Twisted Fate,Draven,Aphelios","Urgot,Lee Sin,Yuumi,Leona,Ezreal","Poppy,Xin Zhao,LeBlanc,Jhin,Alistar","Jayce,Talon,Lissandra,Miss Fortune,Rakan",0,0,0,0,,,0,1,1,1,0,,,0,0
2021 Season World Championship/Main Event,DetonatioN FocusMe,T1,T1,DetonatioN FocusMe,2021-10-16 14:46:00,2021 Season World Championship/Main Event_Day 5_5_1,2021 Season World Championship/Main Event_Day 5_5,1,Game 1,0,1,2,27:02,27.033333333333,"Lee Sin,Lucian,Twisted Fate,Azir,Jarvan IV","LeBlanc,Irelia,Ryze,Talon,Xin Zhao","Renekton,Shaco,Zoe,Jhin,Yuumi","Graves,Qiyana,Orianna,Aphelios,Lulu",0,1,0,0,,,0,0,0,0,1,,,0,0
2021 Season World Championship/Main Event,DWG KIA,Cloud9,DWG KIA,Cloud9,2021-10-13 16:04:00,2021 Season World Championship/Main Event_Day 3_6_1,2021 Season World Championship/Main Event_Day 3_6,1,Game 1,1,0,1,32:27,32.45,"Irelia,Nami,Sylas,Jarvan IV,Olaf","Yuumi,LeBlanc,Lee Sin,Trundle,Nautilus","Graves,Xin Zhao,Twisted Fate,Jhin,Rell","Jax,Qiyana,Ryze,Miss Fortune,Leona",1,0,1,2,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,DWG KIA,EDward Gaming,DWG KIA,EDward Gaming,2021-11-06 12:59:00,2021 Season World Championship/Main Event_Finals_1_2,2021 Season World Championship/Main Event_Finals_1,2,Game 2,1,1,1,32:18,32.3,"Aphelios,Nami,Jarvan IV,Xayah,Ezreal","Yuumi,Twisted Fate,Lee Sin,Lissandra,Poppy","Graves,Qiyana,Malzahar,Jhin,Leona","Irelia,Xin Zhao,LeBlanc,Kai'Sa,Rakan",0,1,0,2,,,0,1,0,0,0,,,0,0
2021 Season World Championship/Main Event,DWG KIA,EDward Gaming,EDward Gaming,DWG KIA,2021-11-06 11:32:00,2021 Season World Championship/Main Event_Finals_1_1,2021 Season World Championship/Main Event_Finals_1,1,Game 1,0,1,2,35:39,35.65,"Aphelios,Nami,Lissandra,Kennen,Leona","Yuumi,Twisted Fate,Lee Sin,Talon,Qiyana","Yasuo,Xin Zhao,LeBlanc,Ziggs,Rakan","Graves,Jarvan IV,Ryze,Jhin,Zilean",0,0,0,0,,,0,1,1,0,2,,,0,0
2021 Season World Championship/Main Event,DWG KIA,EDward Gaming,EDward Gaming,DWG KIA,2021-11-06 16:03:00,2021 Season World Championship/Main Event_Finals_1_5,2021 Season World Championship/Main Event_Finals_1,5,Game 5,2,3,2,41:19,41.316666666667,"Jarvan IV,Ryze,Nami,Viego,LeBlanc","Yuumi,Lee Sin,Twisted Fate,Qiyana,Talon","Graves,Trundle,Syndra,Ziggs,Leona","Kennen,Xin Zhao,Zoe,Aphelios,Rakan",0,0,1,0,,,0,1,0,0,3,,,1,0
2021 Season World Championship/Main Event,DWG KIA,FunPlus Phoenix,DWG KIA,FunPlus Phoenix,2021-10-11 10:34:00,2021 Season World Championship/Main Event_Day 1_1_1,2021 Season World Championship/Main Event_Day 1_1,1,Game 1,1,0,1,29:41,29.683333333333,"Aphelios,Irelia,Lucian,Ryze,Kennen","Lee Sin,Draven,Twisted Fate,Talon,Xin Zhao","Graves,Trundle,LeBlanc,Miss Fortune,Yuumi","Jayce,Jarvan IV,Galio,Kai'Sa,Nautilus",1,0,1,1,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,DWG KIA,MAD Lions,DWG KIA,MAD Lions,2021-10-24 11:27:00,2021 Season World Championship/Main Event_Quarterfinals_3_1,2021 Season World Championship/Main Event_Quarterfinals_3,1,Game 1,1,0,1,29:06,29.1,"Irelia,Nami,Jarvan IV,Thresh,Xin Zhao","LeBlanc,Yuumi,Twisted Fate,Kennen,Jayce","Gwen,Lee Sin,Syndra,Miss Fortune,Rakan","Gnar,Graves,Orianna,Aphelios,Leona",0,1,1,1,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,DWG KIA,Rogue (European Team),DWG KIA,Rogue (European Team),2021-10-15 13:29:00,2021 Season World Championship/Main Event_Day 4_4_1,2021 Season World Championship/Main Event_Day 4_4,1,Game 1,1,0,1,37:29,37.483333333333,"Irelia,Nami,Sylas,Jarvan IV,Xin Zhao","Lee Sin,Yuumi,Tryndamere,Graves,Vladimir","Lucian,Qiyana,Twisted Fate,Draven,Thresh","Jayce,Olaf,Ryze,Miss Fortune,Leona",0,3,1,0,,,0,0,1,0,1,,,0,0
2021 Season World Championship/Main Event,DWG KIA,T1,DWG KIA,T1,2021-10-30 11:26:00,2021 Season World Championship/Main Event_Semifinals_1_1,2021 Season World Championship/Main Event_Semifinals_1,1,Game 1,1,0,1,29:03,29.05,"Aphelios,Nami,Graves,Thresh,Jinx","Yuumi,Syndra,Twisted Fate,Ziggs,Rakan","Lucian,Lee Sin,LeBlanc,Jhin,Maokai","Jayce,Poppy,Ryze,Miss Fortune,Leona",1,1,0,1,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,DWG KIA,T1,DWG KIA,T1,2021-10-30 14:47:00,2021 Season World Championship/Main Event_Semifinals_1_4,2021 Season World Championship/Main Event_Semifinals_1,4,Game 4,2,2,1,30:09,30.15,"Aphelios,Nami,Graves,Jinx,Ziggs","Yuumi,Lee Sin,Twisted Fate,Kennen,Irelia","Gragas,Qiyana,LeBlanc,Jhin,Rakan","Jayce,Jarvan IV,Ryze,Lucian,Lulu",0,1,2,1,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,DWG KIA,T1,T1,DWG KIA,2021-10-30 13:45:00,2021 Season World Championship/Main Event_Semifinals_1_3,2021 Season World Championship/Main Event_Semifinals_1,3,Game 3,1,2,2,37:47,37.783333333333,"Aphelios,Nami,Graves,Gwen,Rakan","Yuumi,Lee Sin,Twisted Fate,Leona,Jayce","Lucian,Jarvan IV,Syndra,Miss Fortune,Maokai","Kennen,Xin Zhao,Ryze,Jhin,Zilean",1,1,1,0,,,0,2,0,0,0,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,100 Thieves,EDward Gaming,100 Thieves,2021-10-11 15:33:00,2021 Season World Championship/Main Event_Day 1_6_1,2021 Season World Championship/Main Event_Day 1_6,1,Game 1,1,0,1,28:31,28.516666666667,"Malphite,Ryze,Aphelios,Twisted Fate,Lissandra","Tryndamere,Irelia,Lucian,Draven,Thresh","Graves,Lee Sin,LeBlanc,Kai'Sa,Nautilus","Aatrox,Jarvan IV,Zoe,Miss Fortune,Yuumi",1,1,1,0,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,DetonatioN FocusMe,EDward Gaming,DetonatioN FocusMe,2021-10-13 17:00:00,2021 Season World Championship/Main Event_Day 3_7_1,2021 Season World Championship/Main Event_Day 3_7,1,Game 1,1,0,1,32:00,32,"Urgot,LeBlanc,Irelia,Sett,Gnar","Yuumi,Lucian,Graves,Draven,Thresh","Jayce,Lee Sin,Twisted Fate,Ezreal,Braum","Poppy,Talon,Sylas,Jhin,Leona",0,1,0,0,,,0,1,0,0,1,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,DWG KIA,DWG KIA,EDward Gaming,2021-11-06 13:58:00,2021 Season World Championship/Main Event_Finals_1_3,2021 Season World Championship/Main Event_Finals_1,3,Game 3,1,2,2,36:02,36.033333333333,"Qiyana,Rakan,Graves,Irelia,Lucian","Yuumi,Nami,Jarvan IV,Ziggs,Jinx","Jayce,Xin Zhao,Twisted Fate,Jhin,Leona","Gragas,Lee Sin,Sylas,Aphelios,Braum",0,0,0,0,,,0,1,2,0,1,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,DWG KIA,EDward Gaming,DWG KIA,2021-11-06 15:03:00,2021 Season World Championship/Main Event_Finals_1_4,2021 Season World Championship/Main Event_Finals_1,4,Game 4,2,2,1,33:08,33.133333333333,"Qiyana,Aphelios,Twisted Fate,Kennen,Jayce","Yuumi,Jarvan IV,Lee Sin,Ryze,LeBlanc","Graves,Viego,Zoe,Lucian,Lulu","Gwen,Talon,Orianna,Jhin,Nami",0,1,2,1,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,Gen.G,EDward Gaming,Gen.G,2021-10-31 11:21:00,2021 Season World Championship/Main Event_Semifinals_2_1,2021 Season World Championship/Main Event_Semifinals_2,1,Game 1,1,0,1,37:17,37.283333333333,"Syndra,Aphelios,Graves,Azir,Kennen","Twisted Fate,LeBlanc,Yuumi,Jayce,Ryze","Jax,Jarvan IV,Orianna,Lucian,Nami","Gwen,Lee Sin,Seraphine,Miss Fortune,Lulu",0,1,3,0,,,0,0,0,0,1,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,Gen.G,EDward Gaming,Gen.G,2021-10-31 14:48:00,2021 Season World Championship/Main Event_Semifinals_2_4,2021 Season World Championship/Main Event_Semifinals_2,4,Game 4,2,2,1,31:45,31.75,"Syndra,Aphelios,Lee Sin,Xin Zhao,Poppy","LeBlanc,Yuumi,Twisted Fate,Ryze,Orianna","Kennen,Jarvan IV,Zoe,Lucian,Nami","Graves,Viego,Azir,Miss Fortune,Lulu",0,0,0,1,,,0,1,1,0,1,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,Gen.G,Gen.G,EDward Gaming,2021-10-31 13:43:00,2021 Season World Championship/Main Event_Semifinals_2_3,2021 Season World Championship/Main Event_Semifinals_2,3,Game 3,1,2,2,40:12,40.2,"Syndra,Graves,Aphelios,Azir,Kennen","LeBlanc,Yuumi,Twisted Fate,Ryze,Orianna","Gwen,Jarvan IV,Viktor,Lucian,Nami","Renekton,Lee Sin,Zoe,Miss Fortune,Lulu",3,0,0,1,,,0,1,0,1,0,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,Royal Never Give Up,EDward Gaming,Royal Never Give Up,2021-10-23 12:44:00,2021 Season World Championship/Main Event_Quarterfinals_2_2,2021 Season World Championship/Main Event_Quarterfinals_2,2,Game 2,1,1,1,27:53,27.883333333333,"Jarvan IV,Lucian,Galio,Nautilus,Rakan","Lee Sin,LeBlanc,Twisted Fate,Poppy,Malphite","Graves,Olaf,Ryze,Ezreal,Yuumi","Jayce,Xin Zhao,Annie,Miss Fortune,Alistar",0,0,1,1,,,0,1,0,0,1,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,Royal Never Give Up,EDward Gaming,Royal Never Give Up,2021-10-23 15:32:00,2021 Season World Championship/Main Event_Quarterfinals_2_5,2021 Season World Championship/Main Event_Quarterfinals_2,5,Game 5,3,2,1,28:43,28.716666666667,"Galio,Lucian,Annie,Kennen,Malzahar","Twisted Fate,LeBlanc,Aphelios,Olaf,Poppy","Graves,Jarvan IV,Ryze,Ezreal,Yuumi","Gwen,Lee Sin,Orianna,Miss Fortune,Nautilus",0,2,0,1,,,0,0,0,1,0,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,Royal Never Give Up,Royal Never Give Up,EDward Gaming,2021-10-23 11:20:00,2021 Season World Championship/Main Event_Quarterfinals_2_1,2021 Season World Championship/Main Event_Quarterfinals_2,1,Game 1,0,1,2,29:45,29.75,"Gragas,Galio,Yuumi,Lulu,Thresh","Lee Sin,Twisted Fate,LeBlanc,Graves,Zoe","Jayce,Jarvan IV,Malzahar,Lucian,Nami","Irelia,Xin Zhao,Ryze,Aphelios,Nautilus",0,0,0,0,,,0,1,1,0,2,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,Royal Never Give Up,Royal Never Give Up,EDward Gaming,2021-10-23 14:42:00,2021 Season World Championship/Main Event_Quarterfinals_2_4,2021 Season World Championship/Main Event_Quarterfinals_2,4,Game 4,2,2,2,28:23,28.383333333333,"Galio,Lucian,Nautilus,Rakan,Rell","Lee Sin,Twisted Fate,LeBlanc,Olaf,Poppy","Graves,Xin Zhao,Ryze,Miss Fortune,Yuumi","Kennen,Jarvan IV,Annie,Aphelios,Lulu",0,0,1,0,,,0,0,1,0,1,,,0,0
2021 Season World Championship/Main Event,EDward Gaming,T1,T1,EDward Gaming,2021-10-16 12:36:00,2021 Season World Championship/Main Event_Day 5_3_1,2021 Season World Championship/Main Event_Day 5_3,1,Game 1,0,1,2,25:50,25.833333333333,"Irelia,Draven,Lucian,Qiyana,Xin Zhao","Graves,Lee Sin,Jarvan IV,Jhin,Sylas","Jayce,Talon,Ryze,Miss Fortune,Yuumi","Kennen,Poppy,Twisted Fate,Aphelios,Lulu",0,0,0,0,,,0,0,1,1,1,,,0,0
2021 Season World Championship/Main Event,Fnatic,Hanwha Life Esports,Hanwha Life Esports,Fnatic,2021-10-17 13:53:00,2021 Season World Championship/Main Event_Day 6_4_1,2021 Season World Championship/Main Event_Day 6_4,1,Game 1,0,1,2,43:15,43.25,"Irelia,Yasuo,Thresh,Aphelios,Kai'Sa","Lucian,Lee Sin,Yuumi,Jayce,Graves","Olaf,Xin Zhao,Twisted Fate,Miss Fortune,Rakan","Renekton,Viego,LeBlanc,Ezreal,Leona",1,1,0,0,,,0,0,3,0,1,,,0,0
2021 Season World Championship/Main Event,Fnatic,PSG Talon,PSG Talon,Fnatic,2021-10-17 16:03:00,2021 Season World Championship/Main Event_Day 6_6_1,2021 Season World Championship/Main Event_Day 6_6,1,Game 1,0,1,2,36:36,36.6,"LeBlanc,Gangplank,Aphelios,Kennen,Gwen","Twisted Fate,Lucian,Yuumi,Ezreal,Kai'Sa","Graves,Viego,Zoe,Xayah,Rakan","Jayce,Jarvan IV,Syndra,Miss Fortune,Nautilus",0,0,1,0,,,0,3,0,0,1,,,0,0
2021 Season World Championship/Main Event,Fnatic,Royal Never Give Up,Royal Never Give Up,Fnatic,2021-10-12 14:27:00,2021 Season World Championship/Main Event_Day 2_4_1,2021 Season World Championship/Main Event_Day 2_4,1,Game 1,0,1,2,30:50,30.833333333333,"Irelia,Jayce,Aphelios,Draven,Thresh","Jarvan IV,Miss Fortune,Lucian,Sett,Rakan","Olaf,Lee Sin,Sylas,Ashe,Pyke","Kennen,Viego,Twisted Fate,Kai'Sa,Rell",0,1,0,0,,,0,1,0,0,1,,,0,0
2021 Season World Championship/Main Event,FunPlus Phoenix,Cloud9,Cloud9,FunPlus Phoenix,2021-10-15 12:34:00,2021 Season World Championship/Main Event_Day 4_3_1,2021 Season World Championship/Main Event_Day 4_3,1,Game 1,0,1,2,28:14,28.233333333333,"Irelia,Leona,Lee Sin,Ziggs,Thresh","Kennen,Yuumi,Lucian,Miss Fortune,Amumu","Graves,Jarvan IV,Rumble,Kai'Sa,Rell","Jayce,Xin Zhao,Twisted Fate,Tristana,Rakan",0,0,0,0,,,0,1,1,1,0,,,0,0
2021 Season World Championship/Main Event,FunPlus Phoenix,DWG KIA,DWG KIA,FunPlus Phoenix,2021-10-15 10:14:00,2021 Season World Championship/Main Event_Day 4_1_1,2021 Season World Championship/Main Event_Day 4_1,1,Game 1,0,1,2,29:56,29.933333333333,"Draven,Graves,LeBlanc,Talon,Aatrox","Lucian,Kennen,Yuumi,Sylas,Gwen","Gragas,Lee Sin,Irelia,Jhin,Braum","Jayce,Poppy,Twisted Fate,Miss Fortune,Leona",0,1,0,1,,,0,1,0,0,1,,,0,0
2021 Season World Championship/Main Event,FunPlus Phoenix,Rogue (European Team),FunPlus Phoenix,Rogue (European Team),2021-10-13 12:49:00,2021 Season World Championship/Main Event_Day 3_3_1,2021 Season World Championship/Main Event_Day 3_3,1,Game 1,1,0,1,34:25,34.416666666667,"Draven,Twisted Fate,Lucian,Rell,Rakan","Yuumi,Irelia,Graves,Xin Zhao,Jarvan IV","Jayce,Viego,Ryze,Jhin,Leona","Rumble,Lee Sin,LeBlanc,Miss Fortune,Braum",0,1,2,1,,,0,0,0,1,0,,,0,0
2021 Season World Championship/Main Event,FunPlus Phoenix,Rogue (European Team),Rogue (European Team),FunPlus Phoenix,2021-10-15 16:45:00,2021 Season World Championship/Main Event_Tiebreakers_1_1,2021 Season World Championship/Main Event_Tiebreakers_1,1,Game 1,0,1,2,34:02,34.033333333333,"Draven,Lucian,Leona,Graves,Fiddlesticks","Irelia,Yuumi,Lee Sin,Aphelios,Ezreal","Jayce,Viego,Twisted Fate,Jhin,Thresh","Kennen,Jarvan IV,Sylas,Miss Fortune,Rakan",0,0,0,0,,,0,0,1,1,1,,,0,0
2021 Season World Championship/Main Event,Gen.G,Cloud9,Gen.G,Cloud9,2021-10-25 11:21:00,2021 Season World Championship/Main Event_Quarterfinals_4_1,2021 Season World Championship/Main Event_Quarterfinals_4,1,Game 1,1,0,1,41:59,41.983333333333,"LeBlanc,Irelia,Twisted Fate,Rakan,Leona","Yuumi,Renekton,Miss Fortune,Azir,Sett","Kennen,Xin Zhao,Aatrox,Aphelios,Lulu","Jarvan IV,Lee Sin,Yasuo,Ziggs,Nautilus",1,0,0,0,,,1,2,1,0,1,,,0,0
2021 Season World Championship/Main Event,Gen.G,EDward Gaming,EDward Gaming,Gen.G,2021-10-31 15:49:00,2021 Season World Championship/Main Event_Semifinals_2_5,2021 Season World Championship/Main Event_Semifinals_2,5,Game 5,2,3,2,31:59,31.983333333333,"LeBlanc,Twisted Fate,Lucian,Zoe,Kennen","Yuumi,Lee Sin,Aphelios,Syndra,Azir","Renekton,Xin Zhao,Orianna,Miss Fortune,Rakan","Graves,Jarvan IV,Ryze,Jhin,Leona",0,0,0,0,,,0,2,0,1,1,,,0,0
2021 Season World Championship/Main Event,Gen.G,EDward Gaming,Gen.G,EDward Gaming,2021-10-31 12:48:00,2021 Season World Championship/Main Event_Semifinals_2_2,2021 Season World Championship/Main Event_Semifinals_2,2,Game 2,1,1,1,30:24,30.4,"LeBlanc,Twisted Fate,Lucian,Ezreal,Draven","Yuumi,Syndra,Aphelios,Kennen,Galio","Renekton,Lee Sin,Azir,Jhin,Rakan","Graves,Jarvan IV,Ryze,Jinx,Lulu",0,0,1,1,,,0,0,1,0,0,,,0,0
2021 Season World Championship/Main Event,Gen.G,LNG Esports,LNG Esports,Gen.G,2021-10-18 12:49:00,2021 Season World Championship/Main Event_Day 7_3_1,2021 Season World Championship/Main Event_Day 7_3,1,Game 1,0,1,2,34:34,34.566666666667,"LeBlanc,Ryze,Gwen,Twisted Fate,Leona","Yuumi,Graves,Nami,Kennen,Braum","Irelia,Lee Sin,Azir,Aphelios,Lulu","Fiora,Xin Zhao,Syndra,Miss Fortune,Rakan",0,0,0,0,,,0,1,1,2,0,,,0,0
2021 Season World Championship/Main Event,Gen.G,MAD Lions,Gen.G,MAD Lions,2021-10-18 10:18:00,2021 Season World Championship/Main Event_Day 7_1_1,2021 Season World Championship/Main Event_Day 7_1,1,Game 1,1,0,1,39:45,39.75,"Twisted Fate,LeBlanc,Ryze,Wukong,Kennen","Yuumi,Lucian,Irelia,Thresh,Braum","Graves,Lee Sin,Syndra,Aphelios,Rakan","Gwen,Viego,Azir,Miss Fortune,Leona",1,2,1,0,,,0,0,1,0,0,,,0,0
2021 Season World Championship/Main Event,Gen.G,MAD Lions,Gen.G,MAD Lions,2021-10-18 19:09:00,2021 Season World Championship/Main Event_Tiebreakers_6_1,2021 Season World Championship/Main Event_Tiebreakers_6,1,Game 1,1,0,1,48:08,48.133333333333,"LeBlanc,Twisted Fate,Ryze,Orianna,Wukong","Aphelios,Graves,Viego,Talon,Xin Zhao","Kennen,Olaf,Syndra,Miss Fortune,Yuumi","Irelia,Lee Sin,Viktor,Lucian,Nami",0,4,0,0,,,1,0,0,1,1,,,0,0
2021 Season World Championship/Main Event,Gen.G,Team Liquid,Gen.G,Team Liquid,2021-10-13 15:03:00,2021 Season World Championship/Main Event_Day 3_5_1,2021 Season World Championship/Main Event_Day 3_5,1,Game 1,1,0,1,38:29,38.483333333333,"LeBlanc,Xin Zhao,Lee Sin,Leona,Renekton","Lucian,Azir,Yuumi,Olaf,Sett","Camille,Trundle,Sylas,Miss Fortune,Amumu","Jax,Sejuani,Irelia,Ziggs,Shen",0,1,2,0,,,0,0,0,1,1,,,0,0
2021 Season World Championship/Main Event,Gen.G,Team Liquid,Gen.G,Team Liquid,2021-10-18 16:59:00,2021 Season World Championship/Main Event_Tiebreakers_4_1,2021 Season World Championship/Main Event_Tiebreakers_4,1,Game 1,1,0,1,36:41,36.683333333333,"LeBlanc,Camille,Irelia,Twisted Fate,Ryze","Lucian,Aphelios,Lee Sin,Trundle,Olaf","Graves,Jarvan IV,Zoe,Miss Fortune,Yuumi","Jayce,Xin Zhao,Syndra,Tristana,Rell",1,0,3,0,,,0,0,1,0,0,,,0,0
2021 Season World Championship/Main Event,Hanwha Life Esports,Fnatic,Hanwha Life Esports,Fnatic,2021-10-11 12:48:00,2021 Season World Championship/Main Event_Day 1_3_1,2021 Season World Championship/Main Event_Day 1_3,1,Game 1,1,0,1,31:42,31.7,"Viego,Jarvan IV,Rakan,Leona,Amumu","Irelia,Tryndamere,Lucian,LeBlanc,Jayce","Kennen,Lee Sin,Yasuo,Aphelios,Thresh","Sett,Graves,Ryze,Miss Fortune,Braum",2,0,0,1,,,0,0,0,1,0,,,0,0
2021 Season World Championship/Main Event,Hanwha Life Esports,PSG Talon,Hanwha Life Esports,PSG Talon,2021-10-17 10:33:00,2021 Season World Championship/Main Event_Day 6_1_1,2021 Season World Championship/Main Event_Day 6_1,1,Game 1,1,0,1,29:59,29.983333333333,"Lucian,Yuumi,LeBlanc,Jarvan IV,Jayce","Irelia,Lee Sin,Taliyah,Camille,Olaf","Renekton,Viego,Twisted Fate,Aphelios,Thresh","Graves,Xin Zhao,Sylas,Miss Fortune,Leona",2,1,0,1,,,0,0,0,0,0,,,0,0
2021 Season World Championship/Main Event,Hanwha Life Esports,Royal Never Give Up,Hanwha Life Esports,Royal Never Give Up,2021-10-17 15:03:00,2021 Season World Championship/Main Event_Day 6_5_1,2021 Season World Championship/Main Event_Day 6_5,1,Game 1,1,0,1,36:12,36.2,"Jayce,Lucian,Yuumi,Kennen,Camille","Renekton,Irelia,LeBlanc,Thresh,Leona","Aatrox,Lee Sin,Sylas,Aphelios,Rakan","Gwen,Jarvan IV,Twisted Fate,Miss Fortune,Braum",0,3,1,0,,,0,1,0,0,0,,,0,0
2021 Season World Championship/Main Event,Hanwha Life Esports,Royal Never Give Up,Royal Never Give Up,Hanwha Life Esports,2021-10-17 17:07:00,2021 Season World Championship/Main Event_Tiebreakers_3_1,2021 Season World Championship/Main Event_Tiebreakers_3,1,Game 1,0,1,2,43:50,43.833333333333,"Jayce,Lucian,Yuumi,Leona,Rakan","Irelia,Camille,Lee Sin,Thresh,Nautilus","Jarvan IV,Viego,Twisted Fate,Aphelios,Gragas","Kennen,Xin Zhao,Galio,Miss Fortune,Rell",0,0,0,2,,,0,1,1,0,2,,,0,0
2021 Season World Championship/Main Event,Hanwha Life Esports,T1,T1,Hanwha Life Esports,2021-10-22 13:04:00,2021 Season World Championship/Main Event_Quarterfinals_1_2,2021 Season World Championship/Main Event_Quarterfinals_1,2,Game 2,0,2,2,29:49,29.816666666667,"Jayce,Yuumi,Graves,Kennen,Thresh","Lee Sin,Twisted Fate,Jarvan IV,Rakan,Leona","Renekton,Xin Zhao,LeBlanc,Varus,Nautilus","Gwen,Poppy,Lissandra,Aphelios,Braum",0,0,0,0,,,0,1,0,1,1,,,0,0
2021 Season World Championship/Main Event,Hanwha Life Esports,T1,T1,Hanwha Life Esports,2021-10-22 13:57:00,2021 Season World Championship/Main Event_Quarterfinals_1_3,2021 Season World Championship/Main Event_Quarterfinals_1,3,Game 3,0,3,2,30:05,30.083333333333,"Jayce,Yuumi,Graves,Gwen,Kennen","Lee Sin,Twisted Fate,Jarvan IV,Rakan,Leona","Renekton,Olaf,LeBlanc,Varus,Braum","Gnar,Talon,Lissandra,Aphelios,Thresh",0,0,1,0,,,0,3,0,0,1,,,0,0
